,isbn13,isbn10,title,authors,categories,description,published_year,average_rating,num_pages,ratings_count,cleaned_description
4950,9780801868221,080186822X,ADHD in Adulthood,Margaret Weiss;Lily Trokenberg Hechtman;Gabrielle Weiss,Medical,"""An excellent resource... [it] provides comprehensive, accessible information both for clinicians and for informed lay persons."" -- Bulletin of the Menninger Clinic",2001,3,376,5,an excellent resource it provides comprehensive accessible information clinicians informed lay persons bulletin menninger clinic
4952,9780801882678,0801882672,The Odyssey,Homer,History,Also included is a pronunciation glossary and character index.,2005,4,472,54,also included pronunciation glossary character index
4953,9780801883941,0801883946,"Right Stuff, Wrong Sex",Margaret A. Weitekamp,History,space program and the rise of the women's movement in America.,2005,4,256,32,space program rise women s movement america
4955,9780802130167,080213016X,Quiet Days in Clichy,Henry Miller,Fiction,Describes the experiences of two American writers living in Paris and their encounters with French prostitutes,1987,4,154,3237,describes experiences two american writers living paris encounters french prostitutes
4956,9780802130365,0802130364,The Malady of Death,Marguerite Duras,Fiction,"A man hires a woman to spend several weeks with him by the sea. The woman is no one in particular, a ""she,"" a warm, moist body with a beating heart-the enigma of Other. Skilled in the mechanics of sex, he desires through her to penetrate a different mystery: he wants to learn love. It isn't a matter of will, she tells him. Still, he wants to learn to try . . .This beautifully wrought erotic novel is an extended haiku on the meaning of love, ""perhaps a sudden lapse in the logic of the universe,"" and of its absence, ""the malady of death."" ""The whole tragedy of the inability to love is in this work, thanks to Duras' unparalleled art of reinventing the most familiar words, of weighing their meaning."" - Le Monde; ""Deceptively simple and Racinian in its purity, condensed to the essential."" - Translation Review.",1988,4,60,1280,man hires woman spend several weeks sea woman one particular she warm moist body beating heart the enigma other skilled mechanics sex desires penetrate different mystery wants learn love matter will tells him still wants learn try this beautifully wrought erotic novel extended haiku meaning love perhaps sudden lapse logic universe absence the malady death the whole tragedy inability love work thanks duras unparalleled art reinventing familiar words weighing meaning le monde deceptively simple racinian purity condensed essential translation review
4957,9780802130792,0802130798,"The Bald Soprano, and Other Plays",Eugène Ionesco,Drama,Four original plays by French author Eugène Ionesco.,1982,4,160,5459,four original plays french author eugne ionesco
4959,9780802131805,0802131808,The Blind Owl,Sadegh Hedayat;Ṣādiq Hidāyat,Fiction,A young man drifts into despair and madness after losing a mysterious lover.,1989,4,148,6200,young man drifts despair madness losing mysterious lover
4960,9780802133113,0802133118,Practicalities,Marguerite Duras,Biography & Autobiography,"""It's the women who upset the applecart. Between themselves they talk only about the practicalities of life"", declares Duras in this collection of her transcribed conversations with friend Jerome Beaujour. Some of her free-ranging meditations are short and deceptively simple, while many are autobiographical and reveal her most intimate thoughts about motherhood, her struggle with alcohol, her love for a young man, and more.",1993,4,143,210,it s women upset applecart talk practicalities life declares duras collection transcribed conversations friend jerome beaujour free ranging meditations short deceptively simple many autobiographical reveal intimate thoughts motherhood struggle alcohol love young man more
4961,9780802133304,0802133304,Nova Express,William S. Burroughs,Fiction,Nova Express takes William S. Burroughs's nightmarish future one step beyond The Soft Machine. The diabolical Nova criminals have gained control and plan on wreaking untold destruction. It's up to Inspector Lee of the Nova Police to attack and dismantle the word-and-imagery machine of these control addicts” before it's too late.,1992,4,192,2480,nova express takes william s burroughs s nightmarish future one step beyond soft machine diabolical nova criminals gained control plan wreaking untold destruction inspector lee nova police attack dismantle word and imagery machine control addicts late
4962,9780802134103,0802134106,Edie,Jean Stein,Biography & Autobiography,"Chronicles the short life of Edie Sedgwick and her rise to become one of the Warhol superstars, as viewed by her family and such personalities as Capote, Vidal, and Warhol.",1994,4,564,4518,chronicles short life edie sedgwick rise become one warhol superstars viewed family personalities capote vidal warhol
4963,9780802134905,0802134904,"The Complete Short Prose, 1929-1989",Samuel Beckett,Fiction,Gathers the Nobel Prize winning poet and dramatist's short prose into one volume that affords the reader a view of Beckett's development as an artist,1995,4,336,1764,gathers nobel prize winning poet dramatist s short prose one volume affords reader view beckett s development artist
4964,9780802135223,0802135226,The Passion,Jeanette Winterson,Fiction,"Passion consumes Henri, a chef with Napoleon's army, and Villanelle, who has lost her heart to a married noblewoman, until the two meet at the gates of Moscow and form a bond based on bitter loss",1987,4,176,14948,passion consumes henri chef napoleon s army villanelle lost heart married noblewoman two meet gates moscow form bond based bitter loss
4965,9780802135780,0802135781,Sexing the Cherry,Jeanette Winterson,Fiction,"Interweaving elements of fantasy and history, this novel chronicles the adventures of Jordan, who lives with his mother by the Thames during the reign of Charles II, as he follows his dreams to the end of the world, and beyond",1989,4,167,11567,interweaving elements fantasy history novel chronicles adventures jordan lives mother thames reign charles ii follows dreams end world beyond
4966,9780802136688,0802136680,This boy's life,Tobias Wolff,Biography & Autobiography,"The author chronicles the tumultuous events of his early life, discussing his parents' divorce, the nomadic wanderings with his mother that followed, and the strange and eventful process of growing up.",1999,4,304,22157,author chronicles tumultuous events early life discussing parents divorce nomadic wanderings mother followed strange eventful process growing up
4967,9780802136831,0802136834,The Six Wives of Henry VIII,Alison Weir,Biography & Autobiography,"Profiles the oft-married English monarch and the women that came to define him through marriage, detailing their little-known histories and personalities. Reprint.",2000,4,643,53977,profiles oft married english monarch women came define marriage detailing little known histories personalities reprint
4968,9780802137784,0802137784,Last Words,William S. Burroughs,Biography & Autobiography,"Documenting the final months of this literary and countercultural icon, these extremely personal reflections confront U.S. drug policy, the state of the human race, and a host of political and social ills, while meditating on his own approaching death. Reprint.",2001,4,273,479,documenting final months literary countercultural icon extremely personal reflections confront u s drug policy state human race host political social ills meditating approaching death reprint
4969,9780802138255,080213825X,Four Blondes,Candace Bushnell,Fiction,"Four very different women endure romantic intrigues, betrayals, liaisons, and victories as they seek love amid the playgrounds of the rich and powerful.",2001,3,256,23143,four different women endure romantic intrigues betrayals liaisons victories seek love amid playgrounds rich powerful
4971,9780802138880,0802138888,The Eternal Frontier,Tim Flannery,History,"A paleontologist offers an ecological tour of North America, from the asteroid strike that killed the dinosaurs sixty-five million years ago to the present.",2002,4,432,554,paleontologist offers ecological tour north america asteroid strike killed dinosaurs sixty five million years ago present
4972,9780802139702,0802139701,Parliament of Whores,P. J. O'Rourke,Humor,"Called ""an everyman's guide to Washington"" (The New York Times), P. J. O'Rourke's savagely funny and national best-seller Parliament of Whores has become a classic in understanding the workings of the American political system. Originally written at the end of the Reagan era, this new edition includes an extensive foreword by the renowned political writer Andrew Ferguson -- showing us that although the names and the players have changed, the game is still the same. Parliament of Whores is an exuberant, broken-field run through the ethical foibles, pork-barrel flimflam, and bureaucratic bullrorfle inside the Beltway that leaves no sacred cow unskewered and no politically correct sensitivities unscorched. ""Highly pungent and wickedly accurate observations ... [from a] boisterous, pedal-to-the-floor humorist."" -- The New York Times Book Review ""Outrageous ... It is insulting, inflammatory, profane, and absolutely great reading."" -- The Washington Post Book World ""A gonzo civics book ... O'Rourke is like a trophy hunter let loose in an unguarded zoo."" -- Chicago Tribune",2003,4,240,2714,called an everyman s guide washington the new york times p j o rourke s savagely funny national best seller parliament whores become classic understanding workings american political system originally written end reagan era new edition includes extensive foreword renowned political writer andrew ferguson showing us although names players changed game still same parliament whores exuberant broken field run ethical foibles pork barrel flimflam bureaucratic bullrorfle inside beltway leaves sacred cow unskewered politically correct sensitivities unscorched highly pungent wickedly accurate observations from a boisterous pedal to the floor humorist new york times book review outrageous insulting inflammatory profane absolutely great reading washington post book world a gonzo civics book o rourke like trophy hunter let loose unguarded zoo chicago tribune
4974,9780802141446,0802141447,Monster,Sanyika Shakur,Biography & Autobiography,"One of L.A.'s most notorious gang leaders takes readers inside the world of gang wars, recounting his ascension through the gang hierarchy, surviving attacks by rival gangs, and life in prison.",1993,4,400,4064,one l a s notorious gang leaders takes readers inside world gang wars recounting ascension gang hierarchy surviving attacks rival gangs life prison
